"url","post_date","date_count","time_of_fetching","header","content","image","video","likes","num_comments","num_shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0qAWXG98kZPCsStAkbTRhmWhXwZkx5FTdi6XQjTJ9fHrxAZWMSiV43yAE92aXxtkal&id=100075537623150&__cft__[0]=AZXguPFwPBE2R1rYBCUC_LTFxbjOrsVzS5PsHLtiKKjLav8t99-KRd4uiZ0GGQ01Nfw6k9lTDf-QxJvnSdN7mqTNBfXy4K7qaAoJqCYz2eVasafN8tn6SW272pwnykA8t911GKmN8Tt05zJQBkfNzl5EUMPFLe4QN3A9i3KdocYI3rdxXb9_KLnBNt4vQmttJjh6KmBZ7hNCmua_8U83N4RD&__tn__=%2CO%2CP-R","2023-12-10","1","2024-05-05 23:47:23.895175","","Un doveroso ringraziamento a tutte le DONNE  che,  in Agricoltura e, non solo,con il loro determinante apporto fanno la differenza","","","1K","39 comments","53 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02WCmBWpQzc88FziRHQMbo3ovKWZXSEjYUWRKnFoM9ocsKNJsToVKVVNS4gaL8NXG7l&id=100075537623150&__cft__[0]=AZVGuurKfDfYl7rC6AUgDGLbBYgFJ-Kt2HP3JYHVskhwFbXOhhIn-YfM2Z75ypw_Cy3Q6gg8FDSo1FGzH12UP44mDVCHUjYVMKr2ExH-W3r29TWnknGgi0j3YMOGO2zqWK3RP_3If6uHx24zU8q3X3yiG1Vvb6m_YmLpy5-R3s540E6m5T6AKlT5WABavvevq9xp4WzzMvU7cmr27at4IQrJ&__tn__=%2CO%2CP-R","2023-12-10","2","2024-05-05 23:47:38.139455","UN GRANDISSIMO BACIONE FIGLIO DELLA TERRA!!","","https://scontent-mxp2-1.xx.fbcdn.net/v/t39.30808-6/408825262_367115629149688_2306689607655790953_n.jpg?stp=dst-jpg_p526x296&_nc_cat=111&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=vx7_EnPl5ukQ7kNvgFmARpA&_nc_ht=scontent-mxp2-1.xx&oh=00_AfAn2O1NXmhN4yvqy68FWSf-AEx0hy12HuKZ7zM8F0WB8Q&oe=663DCBFD","","1.3K","121 comments","73 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02hKkuo1X3PqfX5xbYKbjGhCnyTJjDN9vov8fUM7ZFc8NGyCtDW71aD3yMBWZQ5rVLl&id=100075537623150&__cft__[0]=AZUZJllfMmACujwt9NL80kj2CCu9VJm_5XaJe6tuBAM9-1CSILlhcLCvjGHj7639v84e9aTWFGq_i5s3YfrmpVBX1F9iyJd4ykXcQ2Oo-qfVjMx3kAezh2pTZlBwy2_HBbwgi78EXKxuu9BR8WjZfTXdjdRN1D8wKLuk9ISDCh-7tWPtReWFXEkyIKO-t7ud-ER4D2wgJBuUfaXTmBO07fNn&__tn__=%2CO%2CP-R","2023-12-10","3","2024-05-05 23:48:33.134133","FRUTTIVENDOLO:  ""IO VENDO SOLO PRODOTTI ITALIANI""Chiesi ad un #fruttivendolo di Catanzaro se aveva dei pomodori spagnoli mi rispose dicendo che lui vendeva solo #prodotti #italiani... GRANDE!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/408850893_367021905825727_4269836419466811914_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=uDkRJW1lmBkQ7kNvgGiW8Nx&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfB81Ubu-PWmmrNYsns6nDgZPm7WnZNCMCLj_hod7CJrUQ&oe=663DC5A0","","1.1K","82 comments","99 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02gpVMChFSbGjJXJCJW5eVXVtWtFztD8zTq4jBpbpdXpTTuMVUbKLv63w2h5pGSQG9l&id=100075537623150&__cft__[0]=AZUftzJ8FHZbg93zaVmZ6iYP2r_m09FSq4YNVe6St_QQZD_7ihwlysVRo2mHioVB_w6X4ORciZmdQzZOuMELst1EI4qs2boKrIn1km1RDXo-6FTbXPdmFIRoUjDZa3q7_nECWqbwJsUGTAhyPt7MAoA2-GIFgQafcsDfeDzifXTWD3BlBKUunWF9ggPZDcHXuJBLU57-BvKWtHnVlDu_WS62&__tn__=%2CO%2CP-R","2023-12-09","1","2024-05-05 23:49:51.875471","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/408535738_366763699184881_6710627002235866489_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=vLHTMvcoeTUQ7kNvgGlrnkn&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfDpJ9bL7_9XJvpU51z8lZ7jtNmPA9e44UbgmZL4hvP5kg&oe=663DC1B1","","2.2K","158 comments","522 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02ZDwEy8ebYtBPeSBPLixow2D45teS4Lhwz9EFi4G6xjztfHEZR4p3nyNALqig7fcsl&id=100075537623150&__cft__[0]=AZXVpK9uuL0TXLj-GgfH8_JDjUtxp3QjVgBL2x9_JYVJMM-uUMRemJoHDNyPte5bN0dz3dfNEVg8Yhy9jnipxvaEDOvuCUwp9h-gbSd3IV-xcbfbMCK6CjkrlbTQ5Bax2UDVfX7x7w0DcMrZom2fM4tKyZ-RZ1DVqKRPRJwQJ4uvo6ailaNfKHOtK2FN0vp0xPd4Bu5iRQeAg5VRMcN_II3f&__tn__=%2CO%2CP-R","2023-12-09","2","2024-05-05 23:52:04.209649","","Acquistare aziende all'asta per due spiccioli, è da vili e sciacalli..Se sei una persona per bene, non farlo!!","","","935","120 comments","75 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0YGgBJa1hPMTx5apADFvP92y2st71uayN9EfoAvMMzSyL4peEAuK34FQw4pDHqJqYl&id=100075537623150&__cft__[0]=AZWq4QRYj8bGDdjx-43rM_9Z4kVIVRXuT6FuyIjtKjSSEAfxVyttOMXhXsDXbNR5ThfUUz-hwmRIzmFdKQtvXt5kaG3nyXVb7I57OgB-vgQCBBNQSm4NQhf0SD8YrxhJVR-evm17wvQOnUFLX3Wdu-qBAIK8F6uExnqrfoC5QccMY_yp-DXq6gJFLzOkvwELcTOdcWWyT0qzw8UghJnKl8pF&__tn__=%2CO%2CP-R","2023-12-09","3","2024-05-05 23:54:15.584734","9 DIC 2013...IL GIORNO IN CUI, GLI ITALIANI HANNO ALZATO LA TESTA!Nel  marzo 2013, il C.R.A. decise di coinvolgere tutti gli agricoltori italiani per protestare contro un sistema falso, corrotto e oppressivo. Cominciammo a contattare tutti coloro che da nord a sud del paese volevano la stessa cosa, aderirono agricoltori, operai, professionisti, disoccupati.. In pochi mesi, eravamo in grado di mobilitare MILIONI DI PERSONE, E COSÌ FU!! Il 9 Dicembre, inizio un sussulto di DI… See more","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/408749826_366478319213419_5834726676867284245_n.jpg?stp=dst-jpg_p180x540&_nc_cat=110&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=plZDmQbVWS8Q7kNvgF4VbPr&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfChxYhWKeNIL4V0A26tvQZkHv-P9IpW6l4Wjk7NyHtQnA&oe=663DBD01","","218","15 comments","20 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid09L4UeVxjyGjGxYRLkcKirnjvmNpFpQqyNwPWQxV9vZBpvDVbCAd9ogyojcA4jnAMl&id=100075537623150&__cft__[0]=AZVT1kOHiTua51wsp4OCE2vcf_BLJnrOyTtkeUAyRiCHQZ9ZhxZLS8lq3p4peGglbnqY2w0j4TfjdKCgWZrVL3nuAhw48IW0QiVI57MP7DxDS_mt-pG7E3EG-phxSdI9r4ZxjwUO8VIbqyKmEYI25p4ylHP8k0S50wVYBD3iovJejmiYYKDipcp-nzGI65CQX1dMmiyeHgpn3_7WOufnQOor&__tn__=%2CO%2CP-R","2023-12-09","4","2024-05-05 23:54:31.606818","W I GIOVANI AGRICOLTORI. Nonostante tutto, ci sono ancora giovani che non mollano!!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/408764277_366453132549271_7760447460406211426_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=NvHv-I48YhAQ7kNvgHPfZxj&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfA6ajx-JJEGW7kR9cPKwrwwaS2EFR4i7A2diZTvKTeScQ&oe=663DBEAD","","834","59 comments","45 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0P9Z3ceKdSC9LeZvyU7pcDGgxdAppMhg3C5vunGgLmG83bpnf77kwrgYkDDGStZDwl&id=100075537623150&__cft__[0]=AZVFh9n7IoMHxMGDfgkXsuZpBV8tGZVQf_DvDICEkF-op9-AN-0Dw4RfyANh5Cw2yke4_p5wE8mkwMYvPjauo_BGWm7iIZRjqoOL1scSuObL7uiyE4pGgfpeWP5mBbForatzPUsnb21TflUT152t6xr6x7nvxyafroOYjwgKgQM8RutLa5Nk_zjPqNgwDeh74zqc6FO4lfH4S8WvvdhBCVX1&__tn__=%2CO%2CP-R","2023-12-08","1","2024-05-05 23:55:09.286100","","Essere Agricoltori oggi, è un vero atto di eroismo, con questi sindacati agricoli corrotti che abbiamo, sopravvivere, è difficile!","","","1.3K","199 comments","127 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02tJEYnA7Zw9rsJqJADpnsH7VdinaVygFSHULKapHY7PXBNXncagrmRqWSgFqRwfqZl&id=100075537623150&__cft__[0]=AZVx_tXXciyMkufrbDG4U3j-oCCPMCRnVR6VxXD4UI9H0oNYpb97hYyi-1Vke6L9Q8jaad1aMfJBQGMeomtBk6HhGaIv4nW7att9_qUbCwF9uCWnuMAOvEGwCBwPDZdnjPvhOyzbjpiFcx44SLB6mR6787KMW8kwU2QbahiMmJBLFBBZR0P_YE90e4lIuY7L9IepPQ-h0kQ-YB2MwJQPEVVZ&__tn__=%2CO%2CP-R","2023-12-08","2","2024-05-05 23:58:16.461480","W GLI AGRICOLTORI ITALIANI! Amo il mio lavoro, sono nata Contadina e vivrò la mia vita da Contadina. Prudoco ortaggi tutto l'anno, insieme a mio marito Bruno Muraro e mio figlio Gian Marco.. ","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/408504614_365972432597341_5474060965726307985_n.jpg?stp=dst-jpg_p526x296&_nc_cat=110&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=SHylIgWr7FAQ7kNvgECtOxN&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBNx_Gi8jDgUbWNu8EmoeZKablMgpmqLZvShg9LH798Pg&oe=663DE6CD","","10K","593 comments","591 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0267RGXgae7kZUByuUkGNEo6idB7Sko65rvbhAEN8NK1ax3ENGVcPEVnugERAYBfLul&id=100075537623150&__cft__[0]=AZV6eUD7RPLKeQvHLyD_epMQ7NUVIMTykh4kqBgOek1wmIAqOlrC6tvZAuVQtw3dp-XNpHAFF51G5BtE2sCSOJrqHf1kIOYxb28DC5Q8-bpn1Ckrxvamt9V_E1ZXc8pFE8poVHLA9Zm5nL_Do8aQu4KpwPoIacnUqBInYznBwuN2uPROmY9DB1DHUM5Z-kMt7_e_YjkV8kM4KCw9OkfCxFR3&__tn__=%2CO%2CP-R","2023-12-08","3","2024-05-06 00:01:29.760131","I FRANCESI NON MOLLANO!!! Uffici governati LETAMATI dagli agricoltori..","","","blob:https://www.facebook.com/2aa6f20b-a6ff-4988-ac55-a518d6a7b4f5","670","80 comments","183 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0arx3UgAgfPMi7obLeWiWciEGXC9iQxYnyhJhfiTDp1ii6jCPLEaspzAQKqFQimCel&id=100075537623150&__cft__[0]=AZXJnSZZzCIuGyKNA9B2qVUp2gjsC-IXfYs5Ypl1bQC4azNpiAwtbkbzlb9U6sqP4YxQ4oBl7A4dYoqA-XGeiv3OtdKh69p8rNsGSOD_KJkvEuiRbPcgqaJxon6vNHdoVpirpjIMfvHpQU_m3AQ0cFciYj0TePuz4qrvTa2ReK6Uze3Eq1COwgvcv4Ci1QhJD01GlJefCUMM58hKp2r8ZV37&__tn__=%2CO%2CP-R","2023-12-07","1","2024-05-06 00:02:28.675569","Orgogliosa del mio lavoro. W GLI AGRICOLTORI ITALIANI!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/408497611_365545492640035_706837428103924729_n.jpg?stp=dst-jpg_p526x296&_nc_cat=101&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ZQnGWUmnre8Q7kNvgFq4AsU&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBoPxtUGurel-iBLuJad-n56lHdJeUlTYUWBOdCIVozyg&oe=663DE92D","","72K","4.1K comments","2.1K shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02fSsj8x3joszm4Y7hG4VGUNz4L8v1KcenNUwb56rZHDWMgpxArR8c7pAscJc1PrYxl&id=100075537623150&__cft__[0]=AZUZfC6gAcCCadpmZ78NFy2mkYV0NJAnBAn39NsWaGLrolKekbDfgZe3NOaVcfo5p4hxtCy-Md5N3jlYrzz0ZgHnkJyPftV9cjCCivr8oiUs6nz9rNOTOVtEd2eeSLugcyssH-u-NtVcdw-6klU2NAgX1TK-fFiBiIw_TtAj4T4fyHnWTeXyju_P1APIETpsel-Zk5ynU8mK7X-2ELXzSG78&__tn__=%2CO%2CP-R","2023-12-07","2","2024-05-06 00:10:34.917152","","Quando ero piccolo, i canali, da parte del consorzio di bpnifica, venivano puliti un anno si e un anno no.Vergogna!?","","","513","80 comments","41 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid021WwsvQfejau596gMdKNEH62sKbFFExBi7Y46CD14qpccnFu6D43Yz4kRRrL22iGnl&id=100075537623150&__cft__[0]=AZVdDAxRfT5a6VB8oY3DtrV9eATLAQFNAyijm0XNk5IjVDjObDZgjiQsOlMcwoqa5Gr_WbLzZB0SOT4zIDKdeKUGl1QuXE1DXQ4MyBwVAsy6QrDguyVdM5Tf664JvChZ1DhbvauibvfW-EWPyKikti0OlYEXCuC7y4UeB0Ozf1uF8F7kYJl4elCQ-kgXIVyeaRF5D8-PNLOP6e98KA4FxP_o&__tn__=%2CO%2CP-R","2023-12-07","3","2024-05-06 00:11:48.843757","Agricoltori Francesi, ""scatenano l'inferno""..","","","blob:https://www.facebook.com/d2f31818-8223-46e8-b2bc-96bda479faff","402","38 comments","127 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0h7xsvLuYZbb1VqRiRBtdHQ2wPtCu6MALVRgpp7usLt6dN7FjvbTH5TH4cuq7iaJ6l&id=100075537623150&__cft__[0]=AZWLzCXD_xhAbEDBAlsXfQdc8O99xnoEbFx5FFVj6070FhIGLUPdeQd3toRAGkq0fELG08p4zBGkQl-3KDKkkkb2BRuKKL54kxF-phPJfoUfBhvhJw8CfcUdpJzsQi6vwXA9t9-2mtt8s4gQNgMto8H89sb5iMOW2ygy6mfx3BvMoT_EJYy44SzrVXGzB-u0PwcEGOnRSh-4Fb9wEan2qtSG&__tn__=%2CO%2CP-R","2023-12-07","4","2024-05-06 00:12:27.286787","Sono fiero del mio lavoro...","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/408612976_365370699324181_3053515251486535836_n.jpg?stp=dst-jpg_p180x540&_nc_cat=109&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=kjxisM8jSqgQ7kNvgFDF9lz&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCUFjoZzhO4cXNz7k3I--1fcuLdLxdgL9I61NUZJ-Z4Bw&oe=663DC8AB","","7.1K","464 comments","257 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02ZTv1y5FkP4y2xASJUJdU4YFa8HXdFbsHhPburWBdL4UsL9XZroPs7AazZWxZ5WF9l&id=100075537623150&__cft__[0]=AZV6TAIHN42ICoJxWS0LKcREJ39NhbxHoPyA1hLqk6yFz6Wb4uesNilhkmMhjwnxHX4drOUm3rS8VTLRpDhkAhV1gyRXxOs8_DkYdOd0wDYolOdaTVjCB4laW4E9U5x8a92GFlhAf9nzdB2XF72Sx3J-xHVz89_tyQqi43FyNBD4W-DtVB_xK-r1nPZ2IyrcAXSpEMx6B1gA4bvuNWT7UywK&__tn__=%2CO%2CP-R","2023-12-06","1","2024-05-06 00:14:13.728711","Kiwi, prodotto d'eccellenza dell'Agro Pontino...","","","blob:https://www.facebook.com/b87411ce-cb6a-48b4-8ffc-05ac07225361","637","36 comments","74 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0268cwjutAL4DrqEUzepMMUvqihiKi73Po8Nrvbj9EQbnwM3mfs2XSgE4AS2WjqdyNl&id=100075537623150&__cft__[0]=AZXSt6ZSMPS2PEof3MHNlG2bzzSot1RTfc5hfbkKGAY1Aep9Em0ajNpP-OeF6JX1H5MoH7-ColuHhRdP0ZD3yo7k4JsgbF_p4deomFLa4hNlvWz86FJVVEb7uzZetnhtXM1AgYwVESGkfVYL3o2BSRDlFaIE-igO2mUDtHp3yzKopG2LPoXD6yOt0N31oT0n_WenJEZxQWdMWGq03ShiH9bi&__tn__=%2CO%2CP-R","2023-12-06","2","2024-05-06 00:14:43.294064","La pensi anche tu come questa Nonna?","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/407628311_364984026029515_498006564282603307_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=VGfv-w5R1PoQ7kNvgFpFYkL&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfDrV2YzvzGMqgNU0uMFMLGtR7CjLGBFLvNEEPS3YWHmnA&oe=663DC1B8","","966","151 comments","339 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02FPPVfG3Z6uj3c1pqE14URpy4QFryLgU6RNaT6Bu1L4tbNQFDPN1ZiWD5hspJ7HUQl&id=100075537623150&__cft__[0]=AZX508qA8F8Bhvg8OUiE7L0AKGzuaNPl_EmFSP-3tDhLud2oQ3-w6BNj7t1T4drlTtvPGFwwwvyUtBkSNeZYbY8IH4EmsGF758n9Ie-qqcAfp4mprnVYUBAysdpeB-iXStcGE8Ea2SFgHRsUcb9Y4T7VrZ3w9N6lPHEHYKrbHtp6K5nx8yS_0xJaoZyLeQvdW-J_32N6xgaP-yK2-wcMNFe-&__tn__=%2CO%2CP-R","2023-12-06","3","2024-05-06 00:15:42.373822","I boschi Italiani, ti regalano funghi buonissimi!","","","","311","16 comments","19 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0dGQoKUxtC5C1T1PeaSDaHQeURweScjUJJkBtvM7avbbGCevBmv4n2pHgu3UhrGQDl&id=100075537623150&__cft__[0]=AZXPes3FjFE2AVk5xZ5frGbN7SWasRnCxpnjLDD5ARG1Cj3m7h31Q4sZUmpl2TFUrnFL7kpbtHQvtEHuTc-d53OOiYC4VKxlMfptUGLUyT-SJeDazsAcCaJC__NxrRf5T3VNbm16DLmSFWUHzSRaEVU4AJtx-nrRfaPAbpW6aRVmedvHzTqqIF40-UFhYAayo43hohhuqgoWovSOjkzgQH5s&__tn__=%2CO%2CP-R","2023-12-06","4","2024-05-06 00:16:02.766533","Foto stupenda di un momento di relax di una famiglia contadina.","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/408504389_364926356035282_6539720734574526468_n.jpg?stp=dst-jpg_p180x540&_nc_cat=105&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Pvs5yPQOL6wQ7kNvgHlgYkp&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCy5ZCFB4Ib5dWLh1_-lMwrKWxAIWXF8Q3gIdNn--6NdQ&oe=663DE5EF","","582","25 comments","49 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid022mu7dnq6tKtLnzeL9pYEj9BWv7T8GZ38jyUzAg9UcAdSHAEc5C4G5xbqCRpPDA5cl&id=100075537623150&__cft__[0]=AZW-bhlGO0f6NuXc6d-22v7sUFc0-GftvKg-IqbORQHdwc_fTZyCoQiMTl5J46D7Artas6n2ItpcGQniN-67RQPHHG26GwQRtHKI73W3chJiIi2BPekGYNEVCj6zfjKSDy_mUXxzE3Z4ojKrmOrthZkJKIkYz3gPpg9w2j8rlNeHJUA94Qlcvg-PVkcEZsvNrknQn_1pDbcHUeiM7I1wOvoo&__tn__=%2CO%2CP-R","2023-12-06","5","2024-05-06 00:16:14.323770","","Questo è diventato il paese più CORROTTO al mondo. Superiamo pure la Colombia e il Messico.","","","837","81 comments","140 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0DcqkgBFLoApe7YpezPKsDw2vVRKVeE9ZQ8mnfn5CRwFHMzQxiGsrVoRM8xzSpJ9Tl&id=100075537623150&__cft__[0]=AZWIOAPs5Ol6owgPZECJB48fWOCc931EOx0haArcij7FDqN8S18O9iyM4hLKGznFDiikGh3NZ_mGqQVKMhnvux1YTefTqyHRGfP9p8g3UqtEWtDwy_rPb84ykfqPJH5iUDdbGjyqs7amJBq-_St0ttg30r9_sEzeONHbPGH8q5yQLrw0oKAlwZzzC2AwuFJ3okAog3WR3FzOWRnZV_dlkUF3&__tn__=%2CO%2CP-R","2023-12-05","1","2024-05-06 00:17:37.833174","Borgo Podgora, Latina.. Oggi 5 dic.. Due gocce d'acua, ed ecco i risultati TOMBINI OTTURATI, CANALI MAI PULITI.. VERGOGNATEVI!!","","","https://video.fmxp5-1.fna.fbcdn.net/v/t42.1790-2/407727671_322565484059433_8353097249386173060_n.mp4?_nc_cat=101&ccb=1-7&_nc_sid=55d0d3&efg=eyJybHIiOjk3MywicmxhIjo1MTIsInZlbmNvZGVfdGFnIjoic3ZlX3NkIiwidmlkZW9faWQiOjM1MTgwODgwNDEzNTI4MX0%3D&_nc_ohc=_0DB5wM039IQ7kNvgFTt-u9&rl=973&vabr=541&_nc_ht=video.fmxp5-1.fna&oh=00_AfBqdRe9iGUXnQOgLVlHY0OZnr1PrIyuxfCK9r_rg1EUAQ&oe=663DC7D3","223","31 comments","42 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02yQCCBPSopAfjKarLn2gk6zhwZrByrq4DF3jWia8Qm4ttGM9ChJ8yxXZrHEB4qgSZl&id=100075537623150&__cft__[0]=AZWxHHmQqesR9BHDJVdjsQYllzEhdok145h3K8PnrNYVi0LBRUAfIN08X68f9MMCr7lU9NmdbuzrY7G7nU81yPY8CGpc4MpHVApSH0ItPWYOgJ8xsibnpomDnOzxyXHKN7TzhytBXXSdfq1abvdrNjzYOFbSQyHjdOH6HvsGl8r26ZiYCu_72TJpiJIL3g0gBL9kZHnz-hugLuux8Kc1DWoA&__tn__=%2CO%2CP-R","2023-12-05","2","2024-05-06 00:18:18.344674","W GLI AGRICOLTORI ITALIANI!!MANGIATE I PRODOTTI ITALIANI, SONO I PIÙ SANI E PIÙ BUONI AL MONDO.. AIUTA LE NOSTRE AZIENDE AGRICOLE!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/407592377_364348676093050_4499611103608070209_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=r1IwXvq1LfQQ7kNvgF8va2r&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfAqrI_GEJoy_2HbTx9Z8iEQasKXqgUYTCRHbrKxPG24Wg&oe=663DC9A6","","15K","937 comments","2.3K shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02m55v95oT1X1WudmL3akQ9waxgYYEqNiDMvkLZ13h5tdeYNYd69iRUdyvrKi5BMBkl&id=100075537623150&__cft__[0]=AZU1uYJ4svgK_LQeT3XDrCcjeKIMC69vdPhjp_s2e1guSUMl8055WmLojVC9-3CG3Vhz-79tZFj_qf5O-daru8SynGTlI4hmwhGWuA6AG_UMLW09FVWayM5AddwplnOyBB6cX3N6f3Si8HuvMgHypD-jVy-JEF7I3WnW3XwcwDC9wA-sBdhKyn-h5PQtkhmp4K1uBJMTgaDxVcCJLx7La-sf&__tn__=%2CO%2CP-R","2023-12-05","3","2024-05-06 00:24:04.059986","Uccise due banditi che lo avevano rapinato all’interno della sua gioielleria dopo aver minacciato lui e la figlia con pistola in pugno. Ma per i giudici non è legittima difesa e dovrà scontare 17 anni e risarcire anche i parenti oltre alle spese processuali.Avrebbe dovuto controllare che le pistole fossero giocattoli e poi invitarli a cena.Un bel segnale per tutti noi.","","","","306","129 comments","29 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02gTCBZB5PZQvA9YmMj4ARB52tF9Qk5jEi3CcSMV4AvfitfCzc3NFkqNbc42PkRKMRl&id=100075537623150&__cft__[0]=AZVgiyNGOxno8i9KK_NTOFMVYRu8pdqLo-1OtLKBjhP5rGicfwcH6L4qlgM6emvaOwI5q-yrqPTs697rv0R8xaL33mttYjzdU5hAATH_FL4cFXYhMT7AjXWr2MqYWyUCfxSGOqYrzyyZyaTHMiPK9jzMpNTjbJtB6UNWI0lJoUuuAN8HNJviMOmtLns1_0jc1lPnKo5Ux7xG074A0Qb8G9Oh&__tn__=%2CO%2CP-R","2023-12-05","4","2024-05-06 00:25:46.304498","","RINGRAZIAMO TUTTI VOI PER IL NOTEVOLE SUPPORTO CHE STATE DANDO A QUESTA PAGINA... PAGINA CHE DIFENDE GLI AGRICOLTORI ITALIANI!!","","","2.9K","221 comments","125 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0qtmrQaDXqbHKJzHChzeqGXZDncMAxqPRtpDPXivBYjCNN3EKTi1FuNAuF6o6yWQol&id=100075537623150&__cft__[0]=AZVSVSfo7M_2ln9Q2NHQ_6OOjeMhWpYnlXiZfL1NHimXjXmngIg9m9fetOmDjH5FvrikFI4URSksDWTeWFe216AMVdVHD1KZsFwBRH_dDOGmMGCcP8uLOjfqy6GSE7zWIXj9LlVFlT895Zbr9_sBiVJANgikVv75iET3WinsY9N7gd-gUAQlyKPvBZipPhHQQCWJCJeAxUCf-mTpQGnmrc7j&__tn__=%2CO%2CP-R","2023-12-04","1","2024-05-06 00:28:01.309734","Questa è la tua terra. Amate queste meraviglie naturali, custodite le risorse naturali, custodite la storia e il romanticismo come patrimonio sacro, per i vostri figli e i figli dei vostri figli. Non lasciare che gli egoisti o gli avidi interessi spoglino la tua terra della sua bellezza, delle sue ricchezze o del suo fascino.","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/406510201_364045932789991_3409374942574068606_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Kj-t7tJBW7QQ7kNvgFXdY4j&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBUWOU9uGWb3lN5f_FmrHlxPoTa-MITM4isRSc1AyaTLQ&oe=663DE17E","","457","14 comments","82 shares"
